"","response.option.id","survey.id","question.id","row.id","row.text","choice.id","response.option.text"
"19724","237195982.NA.1647810186",128525542,"237195982",NA,NA,"1647810186","Criminal history and/or other open criminal cases (e.g. parole or probation)"
"19725","237195982.NA.1647810187",128525542,"237195982",NA,NA,"1647810187","Family or social obligations (e.g. caring for a child, church)"
"19726","237195982.NA.1647810188",128525542,"237195982",NA,NA,"1647810188","Likelihood that the defendant would return for court and/or a prior escape attempt"
"19727","237195982.NA.1647810189",128525542,"237195982",NA,NA,"1647810189","Work or school"
"19728","237195982.NA.1647810190",128525542,"237195982",NA,NA,"1647810190","Danger to society"
"19729","237195982.NA.1647810191",128525542,"237195982",NA,NA,"1647810191","residence"
"19730","237195982.NA.1647810192",128525542,"237195982",NA,NA,"1647810192","Drug or alcohol use"
"19731","237195982.NA.1647810193",128525542,"237195982",NA,NA,"1647810193","Pretrial services report"
"19732","237195982.NA.1647810171",128525542,"237195982",NA,NA,"1647810171","Other <em>(specify)</em>"
"19733","237195983.NA.1647810194",128525542,"237195983",NA,NA,"1647810194","Yes"
"19734","237195983.NA.1647810195",128525542,"237195983",NA,NA,"1647810195","No"
"19735","237195983.NA.1647810196",128525542,"237195983",NA,NA,"1647810196","I don't know"
"19736","237195984.NA.",128525542,"237195984",NA,NA,"",""
"19737","237195985.NA.1647810201",128525542,"237195985",NA,NA,"1647810201","N/A- no conditions were set"
"19738","237195985.NA.1647810202",128525542,"237195985",NA,NA,"1647810202","N/A- I didn't hear whether the mag/commiss required conditions "
"19739","237195985.NA.1647810203",128525542,"237195985",NA,NA,"1647810203","Protective or stay-away order"
"19740","237195985.NA.1647810204",128525542,"237195985",NA,NA,"1647810204","Drug test"
"19741","237195985.NA.1647810205",128525542,"237195985",NA,NA,"1647810205","Curfew"
"19742","237195985.NA.1647810206",128525542,"237195985",NA,NA,"1647810206","Electronic monitoring"
"19743","237195985.NA.1647810207",128525542,"237195985",NA,NA,"1647810207","Ignition lock"
"19744","237195985.NA.1647810208",128525542,"237195985",NA,NA,"1647810208","Job or school application or enrollment"
"19745","237195985.NA.1647810209",128525542,"237195985",NA,NA,"1647810209","Mental health treatment"
"19746","237195985.NA.1647810210",128525542,"237195985",NA,NA,"1647810210","Drug or alcohol program"
"19747","237195985.NA.1647810211",128525542,"237195985",NA,NA,"1647810211","Pretrial supervision"
"19748","237195985.NA.1647810217",128525542,"237195985",NA,NA,"1647810217","Other<em> (specify)</em>"
"19749","237195986.NA.",128525542,"237195986",NA,NA,"",""
"19750","237196463.NA.1647813235",128525542,"237196463",NA,NA,"1647813235","Yes"
"19751","237196463.NA.1647813236",128525542,"237196463",NA,NA,"1647813236","No"
"19752","237196889.NA.",128525542,"237196889",NA,NA,"",""
"19753","237196890.NA.",128525542,"237196890",NA,NA,"",""
"19754","237196891.NA.",128525542,"237196891",NA,NA,"",""
"19755","237196892.NA.1647816798",128525542,"237196892",NA,NA,"1647816798","Yes"
"19756","237196892.NA.1647816799",128525542,"237196892",NA,NA,"1647816799","No"
"19757","237196893.NA.",128525542,"237196893",NA,NA,"",""
"19758","237196894.NA.1647816808",128525542,"237196894",NA,NA,"1647816808","Orleans Public Defenders for the defendant's first appearance only"
"19759","237196894.NA.1647816809",128525542,"237196894",NA,NA,"1647816809","Orleans Public Defenders for the defendant's entire case"
"19760","237196894.NA.1647816810",128525542,"237196894",NA,NA,"1647816810","Private defense attorney(s)"
"19761","237196894.NA.1647816811",128525542,"237196894",NA,NA,"1647816811","The defendant was unrepresented"
"19762","237196894.NA.1647816812",128525542,"237196894",NA,NA,"1647816812","Other <em>(specify)</em>"
"19763","237196895.NA.1647816818",128525542,"237196895",NA,NA,"1647816818","African American or black"
"19764","237196895.NA.1647816819",128525542,"237196895",NA,NA,"1647816819","Asian or Pacific Islander"
"19765","237196895.NA.1647816820",128525542,"237196895",NA,NA,"1647816820","Caucasian or white"
"19766","237196895.NA.1647816821",128525542,"237196895",NA,NA,"1647816821","Hispanic"
"19767","237196895.NA.1647816822",128525542,"237196895",NA,NA,"1647816822","Other <em>(specify)</em>"
"19768","237196896.NA.1647816828",128525542,"237196896",NA,NA,"1647816828","Female"
"19769","237196896.NA.1647816829",128525542,"237196896",NA,NA,"1647816829","Male"
"19770","237196896.NA.1647816830",128525542,"237196896",NA,NA,"1647816830","Other <em>(specify)</em>"
"19771","237196897.NA.1647816838",128525542,"237196897",NA,NA,"1647816838","New Orleans"
"19772","237196897.NA.1647816840",128525542,"237196897",NA,NA,"1647816840","Another Louisiana city"
"19773","237196897.NA.1647816841",128525542,"237196897",NA,NA,"1647816841","Out of state"
"19774","237196897.NA.1647816839",128525542,"237196897",NA,NA,"1647816839","I didn't hear the defendant's residence mentioned in court"
"19775","237196898.1647816842.",128525542,"237196898","1647816842","Total previous convictions","",""
"19776","237196898.1647816843.",128525542,"237196898","1647816843","Felony convictions","",""
"19777","237196898.1647816844.",128525542,"237196898","1647816844","Misdemeanor convictions","",""
"19778","237196899.NA.1647816849",128525542,"237196899",NA,NA,"1647816849","Violent crimes"
"19779","237196899.NA.1647816850",128525542,"237196899",NA,NA,"1647816850","Non-violent crimes"
"19780","237196899.NA.1647816853",128525542,"237196899",NA,NA,"1647816853","I didn't hear this mentioned in court"
"19781","237196900.NA.1647816866",128525542,"237196900",NA,NA,"1647816866","I didn't hear this mentioned in court"
"19782","237196900.NA.1647816864",128525542,"237196900",NA,NA,"1647816864","No"
"19783","237196900.NA.1647816854",128525542,"237196900",NA,NA,"1647816854","Yes <em>(explain)</em>"
"19784","237196901.NA.1647816867",128525542,"237196901",NA,NA,"1647816867","Yes"
"19785","237196901.NA.1647816870",128525542,"237196901",NA,NA,"1647816870","No"
"19786","237196901.NA.1647816871",128525542,"237196901",NA,NA,"1647816871","I don't know"
"19787","237196902.NA.1647816884",128525542,"237196902",NA,NA,"1647816884","I don't know"
"19788","237196902.NA.1647816883",128525542,"237196902",NA,NA,"1647816883","No"
"19789","237196902.NA.1647816881",128525542,"237196902",NA,NA,"1647816881","Yes- write which charge(s) <em>(write the Louisiana revised statute number from the first appearance sheet)</em> and why."
"19790","237196903.NA.1647816897",128525542,"237196903",NA,NA,"1647816897","I don't know"
"19791","237196903.NA.1647816896",128525542,"237196903",NA,NA,"1647816896","No"
"19792","237196903.NA.1647816885",128525542,"237196903",NA,NA,"1647816885","Yes <em>(explain)</em>"
"19793","237196904.NA.1647816898",128525542,"237196904",NA,NA,"1647816898","Yes, the mag/commiss held the defendant and set a 48-hour hearing"
"19794","237196904.NA.1647816899",128525542,"237196904",NA,NA,"1647816899","Yes, the mag/commiss held the defendant and set a 330.3 Gwen's Law hearing"
"19795","237196904.NA.1647816903",128525542,"237196904",NA,NA,"1647816903","No"
"19796","237196904.NA.1647816902",128525542,"237196904",NA,NA,"1647816902","I don't know"
"19797","237196905.NA.1647816916",128525542,"237196905",NA,NA,"1647816916","N/A- the mag/commiss didn't say what s/he was considering"
"19798","237196905.NA.1647816915",128525542,"237196905",NA,NA,"1647816915","N/A- I didn't hear the mag/commiss say what s/he was considering"
"19799","237196905.NA.1647816917",128525542,"237196905",NA,NA,"1647816917","Protective or stay-away order"
"19800","237196905.NA.1647816918",128525542,"237196905",NA,NA,"1647816918","Seriousness of the alleged crime"
"19801","237196905.NA.1647816919",128525542,"237196905",NA,NA,"1647816919","Criminal history and/or other open criminal cases (e.g. parole or probation)"
"19802","237196905.NA.1647816920",128525542,"237196905",NA,NA,"1647816920","Family or social obligations (e.g. caring for a child, church)"
"19803","237196905.NA.1647816921",128525542,"237196905",NA,NA,"1647816921","Likelihood that the defendant would return for court and/or a prior escape attempt"
"19804","237196905.NA.1647816922",128525542,"237196905",NA,NA,"1647816922","Work or school"
"19805","237196905.NA.1647816923",128525542,"237196905",NA,NA,"1647816923","Danger to society"
"19806","237196905.NA.1647816924",128525542,"237196905",NA,NA,"1647816924","residence"
"19807","237196905.NA.1647816925",128525542,"237196905",NA,NA,"1647816925","Drug or alcohol use"
"19808","237196905.NA.1647816926",128525542,"237196905",NA,NA,"1647816926","Pretrial services report"
"19809","237196905.NA.1647816904",128525542,"237196905",NA,NA,"1647816904","Other <em>(specify)</em>"
"19810","237196906.NA.1647816927",128525542,"237196906",NA,NA,"1647816927","Yes"
"19811","237196906.NA.1647816928",128525542,"237196906",NA,NA,"1647816928","No"
"19812","237196906.NA.1647816929",128525542,"237196906",NA,NA,"1647816929","I don't know"
"19813","237196907.NA.",128525542,"237196907",NA,NA,"",""
"19814","237196908.NA.1647816934",128525542,"237196908",NA,NA,"1647816934","N/A- no conditions were set"
"19815","237196908.NA.1647816935",128525542,"237196908",NA,NA,"1647816935","N/A- I didn't hear whether the mag/commiss required conditions "
"19816","237196908.NA.1647816936",128525542,"237196908",NA,NA,"1647816936","Protective or stay-away order"
"19817","237196908.NA.1647816937",128525542,"237196908",NA,NA,"1647816937","Drug test"
"19818","237196908.NA.1647816938",128525542,"237196908",NA,NA,"1647816938","Curfew"
"19819","237196908.NA.1647816939",128525542,"237196908",NA,NA,"1647816939","Electronic monitoring"
"19820","237196908.NA.1647816940",128525542,"237196908",NA,NA,"1647816940","Ignition lock"
"19821","237196908.NA.1647816941",128525542,"237196908",NA,NA,"1647816941","Job or school application or enrollment"
"19822","237196908.NA.1647816942",128525542,"237196908",NA,NA,"1647816942","Mental health treatment"
"19823","237196908.NA.1647816943",128525542,"237196908",NA,NA,"1647816943","Drug or alcohol program"
"19824","237196908.NA.1647816944",128525542,"237196908",NA,NA,"1647816944","Pretrial supervision"
"19825","237196908.NA.1647816950",128525542,"237196908",NA,NA,"1647816950","Other<em> (specify)</em>"
"19826","237196909.NA.",128525542,"237196909",NA,NA,"",""
"19827","237197510.NA.1647821256",128525542,"237197510",NA,NA,"1647821256","Yes"
"19828","237197510.NA.1647821257",128525542,"237197510",NA,NA,"1647821257","No"
"19829","237197865.NA.",128525542,"237197865",NA,NA,"",""
"19830","237197866.NA.",128525542,"237197866",NA,NA,"",""
"19831","237197867.NA.",128525542,"237197867",NA,NA,"",""
"19832","237197868.NA.1647823531",128525542,"237197868",NA,NA,"1647823531","Yes"
"19833","237197868.NA.1647823532",128525542,"237197868",NA,NA,"1647823532","No"
"19834","237197869.NA.",128525542,"237197869",NA,NA,"",""
"19835","237197870.NA.1647823541",128525542,"237197870",NA,NA,"1647823541","Orleans Public Defenders for the defendant's first appearance only"
"19836","237197870.NA.1647823542",128525542,"237197870",NA,NA,"1647823542","Orleans Public Defenders for the defendant's entire case"
"19837","237197870.NA.1647823543",128525542,"237197870",NA,NA,"1647823543","Private defense attorney(s)"
"19838","237197870.NA.1647823544",128525542,"237197870",NA,NA,"1647823544","The defendant was unrepresented"
"19839","237197870.NA.1647823545",128525542,"237197870",NA,NA,"1647823545","Other <em>(specify)</em>"
"19840","237197871.NA.1647823551",128525542,"237197871",NA,NA,"1647823551","African American or black"
"19841","237197871.NA.1647823552",128525542,"237197871",NA,NA,"1647823552","Asian or Pacific Islander"
"19842","237197871.NA.1647823553",128525542,"237197871",NA,NA,"1647823553","Caucasian or white"
"19843","237197871.NA.1647823554",128525542,"237197871",NA,NA,"1647823554","Hispanic"
"19844","237197871.NA.1647823555",128525542,"237197871",NA,NA,"1647823555","Other <em>(specify)</em>"
"19845","237197872.NA.1647823561",128525542,"237197872",NA,NA,"1647823561","Female"
"19846","237197872.NA.1647823562",128525542,"237197872",NA,NA,"1647823562","Male"
"19847","237197872.NA.1647823563",128525542,"237197872",NA,NA,"1647823563","Other <em>(specify)</em>"
"19848","237197873.NA.1647823571",128525542,"237197873",NA,NA,"1647823571","New Orleans"
"19849","237197873.NA.1647823573",128525542,"237197873",NA,NA,"1647823573","Another Louisiana city"
"19850","237197873.NA.1647823574",128525542,"237197873",NA,NA,"1647823574","Out of state"
"19851","237197873.NA.1647823572",128525542,"237197873",NA,NA,"1647823572","I didn't hear the defendant's residence mentioned in court"
"19852","237197874.1647823575.",128525542,"237197874","1647823575","Total previous convictions","",""
"19853","237197874.1647823576.",128525542,"237197874","1647823576","Felony convictions","",""
"19854","237197874.1647823577.",128525542,"237197874","1647823577","Misdemeanor convictions","",""
"19855","237197875.NA.1647823582",128525542,"237197875",NA,NA,"1647823582","Violent crimes"
"19856","237197875.NA.1647823583",128525542,"237197875",NA,NA,"1647823583","Non-violent crimes"
"19857","237197875.NA.1647823586",128525542,"237197875",NA,NA,"1647823586","I didn't hear this mentioned in court"
"19858","237197876.NA.1647823599",128525542,"237197876",NA,NA,"1647823599","I didn't hear this mentioned in court"
"19859","237197876.NA.1647823597",128525542,"237197876",NA,NA,"1647823597","No"
"19860","237197876.NA.1647823587",128525542,"237197876",NA,NA,"1647823587","Yes <em>(explain)</em>"
"19861","237197877.NA.1647823600",128525542,"237197877",NA,NA,"1647823600","Yes"
"19862","237197877.NA.1647823603",128525542,"237197877",NA,NA,"1647823603","No"
"19863","237197877.NA.1647823604",128525542,"237197877",NA,NA,"1647823604","I don't know"
"19864","237197878.NA.1647823617",128525542,"237197878",NA,NA,"1647823617","I don't know"
"19865","237197878.NA.1647823616",128525542,"237197878",NA,NA,"1647823616","No"
"19866","237197878.NA.1647823614",128525542,"237197878",NA,NA,"1647823614","Yes- write which charge(s) <em>(write the Louisiana revised statute number from the first appearance sheet)</em> and why."
"19867","237197879.NA.1647823630",128525542,"237197879",NA,NA,"1647823630","I don't know"
"19868","237197879.NA.1647823629",128525542,"237197879",NA,NA,"1647823629","No"
"19869","237197879.NA.1647823618",128525542,"237197879",NA,NA,"1647823618","Yes <em>(explain)</em>"
"19870","237197880.NA.1647823631",128525542,"237197880",NA,NA,"1647823631","Yes, the mag/commiss held the defendant and set a 48-hour hearing"
"19871","237197880.NA.1647823632",128525542,"237197880",NA,NA,"1647823632","Yes, the mag/commiss held the defendant and set a 330.3 Gwen's Law hearing"
"19872","237197880.NA.1647823636",128525542,"237197880",NA,NA,"1647823636","No"
"19873","237197880.NA.1647823635",128525542,"237197880",NA,NA,"1647823635","I don't know"
"19874","237197881.NA.1647823649",128525542,"237197881",NA,NA,"1647823649","N/A- the mag/commiss didn't say what s/he was considering"
"19875","237197881.NA.1647823648",128525542,"237197881",NA,NA,"1647823648","N/A- I didn't hear the mag/commiss say what s/he was considering"
"19876","237197881.NA.1647823650",128525542,"237197881",NA,NA,"1647823650","Protective or stay-away order"
"19877","237197881.NA.1647823651",128525542,"237197881",NA,NA,"1647823651","Seriousness of the alleged crime"
"19878","237197881.NA.1647823652",128525542,"237197881",NA,NA,"1647823652","Criminal history and/or other open criminal cases (e.g. parole or probation)"
"19879","237197881.NA.1647823653",128525542,"237197881",NA,NA,"1647823653","Family or social obligations (e.g. caring for a child, church)"
"19880","237197881.NA.1647823654",128525542,"237197881",NA,NA,"1647823654","Likelihood that the defendant would return for court and/or a prior escape attempt"
"19881","237197881.NA.1647823655",128525542,"237197881",NA,NA,"1647823655","Work or school"
"19882","237197881.NA.1647823656",128525542,"237197881",NA,NA,"1647823656","Danger to society"
"19883","237197881.NA.1647823657",128525542,"237197881",NA,NA,"1647823657","residence"
"19884","237197881.NA.1647823658",128525542,"237197881",NA,NA,"1647823658","Drug or alcohol use"
"19885","237197881.NA.1647823659",128525542,"237197881",NA,NA,"1647823659","Pretrial services report"
"19886","237197881.NA.1647823637",128525542,"237197881",NA,NA,"1647823637","Other <em>(specify)</em>"
"19887","237197882.NA.1647823660",128525542,"237197882",NA,NA,"1647823660","Yes"
"19888","237197882.NA.1647823661",128525542,"237197882",NA,NA,"1647823661","No"
"19889","237197882.NA.1647823662",128525542,"237197882",NA,NA,"1647823662","I don't know"
"19890","237197883.NA.",128525542,"237197883",NA,NA,"",""
"19891","237197884.NA.1647823667",128525542,"237197884",NA,NA,"1647823667","N/A- no conditions were set"
"19892","237197884.NA.1647823668",128525542,"237197884",NA,NA,"1647823668","N/A- I didn't hear whether the mag/commiss required conditions "
"19893","237197884.NA.1647823669",128525542,"237197884",NA,NA,"1647823669","Protective or stay-away order"
"19894","237197884.NA.1647823670",128525542,"237197884",NA,NA,"1647823670","Drug test"
"19895","237197884.NA.1647823671",128525542,"237197884",NA,NA,"1647823671","Curfew"
"19896","237197884.NA.1647823672",128525542,"237197884",NA,NA,"1647823672","Electronic monitoring"
"19897","237197884.NA.1647823673",128525542,"237197884",NA,NA,"1647823673","Ignition lock"
"19898","237197884.NA.1647823674",128525542,"237197884",NA,NA,"1647823674","Job or school application or enrollment"
"19899","237197884.NA.1647823675",128525542,"237197884",NA,NA,"1647823675","Mental health treatment"
"19900","237197884.NA.1647823676",128525542,"237197884",NA,NA,"1647823676","Drug or alcohol program"
"19901","237197884.NA.1647823677",128525542,"237197884",NA,NA,"1647823677","Pretrial supervision"
"19902","237197884.NA.1647823683",128525542,"237197884",NA,NA,"1647823683","Other<em> (specify)</em>"
"19903","237197885.NA.",128525542,"237197885",NA,NA,"",""
"19904","237198098.NA.1647824920",128525542,"237198098",NA,NA,"1647824920","Yes"
"19905","237198098.NA.1647824921",128525542,"237198098",NA,NA,"1647824921","No"
"19906","237198576.NA.",128525542,"237198576",NA,NA,"",""
"19907","237198577.NA.",128525542,"237198577",NA,NA,"",""
"19908","237198578.NA.",128525542,"237198578",NA,NA,"",""
"19909","237198579.NA.1647827788",128525542,"237198579",NA,NA,"1647827788","Yes"
"19910","237198579.NA.1647827789",128525542,"237198579",NA,NA,"1647827789","No"
"19911","237198580.NA.",128525542,"237198580",NA,NA,"",""
"19912","237198581.NA.1647827799",128525542,"237198581",NA,NA,"1647827799","Orleans Public Defenders for the defendant's first appearance only"
"19913","237198581.NA.1647827800",128525542,"237198581",NA,NA,"1647827800","Orleans Public Defenders for the defendant's entire case"
"19914","237198581.NA.1647827801",128525542,"237198581",NA,NA,"1647827801","Private defense attorney(s)"
"19915","237198581.NA.1647827802",128525542,"237198581",NA,NA,"1647827802","The defendant was unrepresented"
"19916","237198581.NA.1647827803",128525542,"237198581",NA,NA,"1647827803","Other <em>(specify)</em>"
"19917","237198582.NA.1647827809",128525542,"237198582",NA,NA,"1647827809","African American or black"
"19918","237198582.NA.1647827810",128525542,"237198582",NA,NA,"1647827810","Asian or Pacific Islander"
"19919","237198582.NA.1647827811",128525542,"237198582",NA,NA,"1647827811","Caucasian or white"
"19920","237198582.NA.1647827812",128525542,"237198582",NA,NA,"1647827812","Hispanic"
"19921","237198582.NA.1647827813",128525542,"237198582",NA,NA,"1647827813","Other <em>(specify)</em>"
"19922","237198583.NA.1647827819",128525542,"237198583",NA,NA,"1647827819","Female"
"19923","237198583.NA.1647827820",128525542,"237198583",NA,NA,"1647827820","Male"
"19924","237198583.NA.1647827821",128525542,"237198583",NA,NA,"1647827821","Other <em>(specify)</em>"
"19925","237198584.NA.1647827889",128525542,"237198584",NA,NA,"1647827889","New Orleans"
"19926","237198584.NA.1647827891",128525542,"237198584",NA,NA,"1647827891","Another Louisiana city"
"19927","237198584.NA.1647827892",128525542,"237198584",NA,NA,"1647827892","Out of state"
"19928","237198584.NA.1647827890",128525542,"237198584",NA,NA,"1647827890","I didn't hear the defendant's residence mentioned in court"
"19929","237198591.1647827893.",128525542,"237198591","1647827893","Total previous convictions","",""
"19930","237198591.1647827894.",128525542,"237198591","1647827894","Felony convictions","",""
"19931","237198591.1647827895.",128525542,"237198591","1647827895","Misdemeanor convictions","",""
"19932","237198592.NA.1647827900",128525542,"237198592",NA,NA,"1647827900","Violent crimes"
"19933","237198592.NA.1647827901",128525542,"237198592",NA,NA,"1647827901","Non-violent crimes"
"19934","237198592.NA.1647827904",128525542,"237198592",NA,NA,"1647827904","I didn't hear this mentioned in court"
"19935","237198593.NA.1647827917",128525542,"237198593",NA,NA,"1647827917","I didn't hear this mentioned in court"
"19936","237198593.NA.1647827915",128525542,"237198593",NA,NA,"1647827915","No"
"19937","237198593.NA.1647827905",128525542,"237198593",NA,NA,"1647827905","Yes <em>(explain)</em>"
"19938","237198594.NA.1647827918",128525542,"237198594",NA,NA,"1647827918","Yes"
"19939","237198594.NA.1647827921",128525542,"237198594",NA,NA,"1647827921","No"
"19940","237198594.NA.1647827922",128525542,"237198594",NA,NA,"1647827922","I don't know"
"19941","237198595.NA.1647827935",128525542,"237198595",NA,NA,"1647827935","I don't know"
"19942","237198595.NA.1647827934",128525542,"237198595",NA,NA,"1647827934","No"
"19943","237198595.NA.1647827932",128525542,"237198595",NA,NA,"1647827932","Yes- write which charge(s) <em>(write the Louisiana revised statute number from the first appearance sheet)</em> and why."
"19944","237198596.NA.1647827948",128525542,"237198596",NA,NA,"1647827948","I don't know"
"19945","237198596.NA.1647827947",128525542,"237198596",NA,NA,"1647827947","No"
"19946","237198596.NA.1647827936",128525542,"237198596",NA,NA,"1647827936","Yes <em>(explain)</em>"
"19947","237198597.NA.1647827949",128525542,"237198597",NA,NA,"1647827949","Yes, the mag/commiss held the defendant and set a 48-hour hearing"
"19948","237198597.NA.1647827950",128525542,"237198597",NA,NA,"1647827950","Yes, the mag/commiss held the defendant and set a 330.3 Gwen's Law hearing"
"19949","237198597.NA.1647827954",128525542,"237198597",NA,NA,"1647827954","No"
"19950","237198597.NA.1647827953",128525542,"237198597",NA,NA,"1647827953","I don't know"
"19951","237198598.NA.1647827967",128525542,"237198598",NA,NA,"1647827967","N/A- the mag/commiss didn't say what s/he was considering"
"19952","237198598.NA.1647827966",128525542,"237198598",NA,NA,"1647827966","N/A- I didn't hear the mag/commiss say what s/he was considering"
"19953","237198598.NA.1647827968",128525542,"237198598",NA,NA,"1647827968","Protective or stay-away order"
"19954","237198598.NA.1647827969",128525542,"237198598",NA,NA,"1647827969","Seriousness of the alleged crime"
"19955","237198598.NA.1647827970",128525542,"237198598",NA,NA,"1647827970","Criminal history and/or other open criminal cases (e.g. parole or probation)"
"19956","237198598.NA.1647827971",128525542,"237198598",NA,NA,"1647827971","Family or social obligations (e.g. caring for a child, church)"
"19957","237198598.NA.1647827972",128525542,"237198598",NA,NA,"1647827972","Likelihood that the defendant would return for court and/or a prior escape attempt"
"19958","237198598.NA.1647827973",128525542,"237198598",NA,NA,"1647827973","Work or school"
"19959","237198598.NA.1647827974",128525542,"237198598",NA,NA,"1647827974","Danger to society"
"19960","237198598.NA.1647827975",128525542,"237198598",NA,NA,"1647827975","residence"
"19961","237198598.NA.1647827976",128525542,"237198598",NA,NA,"1647827976","Drug or alcohol use"
"19962","237198598.NA.1647827977",128525542,"237198598",NA,NA,"1647827977","Pretrial services report"
"19963","237198598.NA.1647827955",128525542,"237198598",NA,NA,"1647827955","Other <em>(specify)</em>"
"19964","237198599.NA.1647827978",128525542,"237198599",NA,NA,"1647827978","Yes"
"19965","237198599.NA.1647827979",128525542,"237198599",NA,NA,"1647827979","No"
"19966","237198599.NA.1647827980",128525542,"237198599",NA,NA,"1647827980","I don't know"
"19967","237198600.NA.",128525542,"237198600",NA,NA,"",""
"19968","237198602.NA.1647827998",128525542,"237198602",NA,NA,"1647827998","N/A- no conditions were set"
"19969","237198602.NA.1647827999",128525542,"237198602",NA,NA,"1647827999","N/A- I didn't hear whether the mag/commiss required conditions "
"19970","237198602.NA.1647828000",128525542,"237198602",NA,NA,"1647828000","Protective or stay-away order"
"19971","237198602.NA.1647828001",128525542,"237198602",NA,NA,"1647828001","Drug test"
"19972","237198602.NA.1647828002",128525542,"237198602",NA,NA,"1647828002","Curfew"
"19973","237198602.NA.1647828003",128525542,"237198602",NA,NA,"1647828003","Electronic monitoring"
"19974","237198602.NA.1647828004",128525542,"237198602",NA,NA,"1647828004","Ignition lock"
"19975","237198602.NA.1647828005",128525542,"237198602",NA,NA,"1647828005","Job or school application or enrollment"
"19976","237198602.NA.1647828006",128525542,"237198602",NA,NA,"1647828006","Mental health treatment"
"19977","237198602.NA.1647828007",128525542,"237198602",NA,NA,"1647828007","Drug or alcohol program"
"19978","237198602.NA.1647828008",128525542,"237198602",NA,NA,"1647828008","Pretrial supervision"
"19979","237198602.NA.1647828014",128525542,"237198602",NA,NA,"1647828014","Other<em> (specify)</em>"
"19980","237198603.NA.",128525542,"237198603",NA,NA,"",""
"19981","237198998.NA.1647830303",128525542,"237198998",NA,NA,"1647830303","Yes"
"19982","237198998.NA.1647830304",128525542,"237198998",NA,NA,"1647830304","No"
"19983","237199198.NA.",128525542,"237199198",NA,NA,"",""
"19984","237199199.NA.",128525542,"237199199",NA,NA,"",""
"19985","237199201.NA.",128525542,"237199201",NA,NA,"",""
"19986","237199202.NA.1647831596",128525542,"237199202",NA,NA,"1647831596","Yes"
"19987","237199202.NA.1647831597",128525542,"237199202",NA,NA,"1647831597","No"
"19988","237199203.NA.",128525542,"237199203",NA,NA,"",""
"19989","237199204.NA.1647831610",128525542,"237199204",NA,NA,"1647831610","Orleans Public Defenders for the defendant's first appearance only"
"19990","237199204.NA.1647831611",128525542,"237199204",NA,NA,"1647831611","Orleans Public Defenders for the defendant's entire case"
"19991","237199204.NA.1647831612",128525542,"237199204",NA,NA,"1647831612","Private defense attorney(s)"
"19992","237199204.NA.1647831613",128525542,"237199204",NA,NA,"1647831613","The defendant was unrepresented"
"19993","237199204.NA.1647831614",128525542,"237199204",NA,NA,"1647831614","Other <em>(specify)</em>"
"19994","237199205.NA.1647831621",128525542,"237199205",NA,NA,"1647831621","African American or black"
"19995","237199205.NA.1647831622",128525542,"237199205",NA,NA,"1647831622","Asian or Pacific Islander"
"19996","237199205.NA.1647831623",128525542,"237199205",NA,NA,"1647831623","Caucasian or white"
"19997","237199205.NA.1647831624",128525542,"237199205",NA,NA,"1647831624","Hispanic"
"19998","237199205.NA.1647831625",128525542,"237199205",NA,NA,"1647831625","Other <em>(specify)</em>"
"19999","237199206.NA.1647831631",128525542,"237199206",NA,NA,"1647831631","Female"
"20000","237199206.NA.1647831632",128525542,"237199206",NA,NA,"1647831632","Male"
"20001","237199206.NA.1647831633",128525542,"237199206",NA,NA,"1647831633","Other <em>(specify)</em>"
"20002","237199207.NA.1647831641",128525542,"237199207",NA,NA,"1647831641","New Orleans"
"20003","237199207.NA.1647831643",128525542,"237199207",NA,NA,"1647831643","Another Louisiana city"
"20004","237199207.NA.1647831644",128525542,"237199207",NA,NA,"1647831644","Out of state"
"20005","237199207.NA.1647831642",128525542,"237199207",NA,NA,"1647831642","I didn't hear the defendant's residence mentioned in court"
"20006","237199208.1647831645.",128525542,"237199208","1647831645","Total previous convictions","",""
"20007","237199208.1647831646.",128525542,"237199208","1647831646","Felony convictions","",""
"20008","237199208.1647831647.",128525542,"237199208","1647831647","Misdemeanor convictions","",""
"20009","237199209.NA.1647831652",128525542,"237199209",NA,NA,"1647831652","Violent crimes"
"20010","237199209.NA.1647831653",128525542,"237199209",NA,NA,"1647831653","Non-violent crimes"
"20011","237199209.NA.1647831656",128525542,"237199209",NA,NA,"1647831656","I didn't hear this mentioned in court"
"20012","237199210.NA.1647831669",128525542,"237199210",NA,NA,"1647831669","I didn't hear this mentioned in court"
"20013","237199210.NA.1647831667",128525542,"237199210",NA,NA,"1647831667","No"
"20014","237199210.NA.1647831657",128525542,"237199210",NA,NA,"1647831657","Yes <em>(explain)</em>"
"20015","237199211.NA.1647831670",128525542,"237199211",NA,NA,"1647831670","Yes"
"20016","237199211.NA.1647831673",128525542,"237199211",NA,NA,"1647831673","No"
"20017","237199211.NA.1647831674",128525542,"237199211",NA,NA,"1647831674","I don't know"
"20018","237199213.NA.1647831687",128525542,"237199213",NA,NA,"1647831687","I don't know"
"20019","237199213.NA.1647831686",128525542,"237199213",NA,NA,"1647831686","No"
"20020","237199213.NA.1647831684",128525542,"237199213",NA,NA,"1647831684","Yes- write which charge(s) <em>(write the Louisiana revised statute number from the first appearance sheet)</em> and why."
"20021","237199214.NA.1647831700",128525542,"237199214",NA,NA,"1647831700","I don't know"
