"","question.id","question.text","question.type","question.subtype","survey.id"
"5869","236570175","C15. Write about your day in court, including any compliments, criticisms, suggestions, recommendations, or concerns you may have.","open_ended","essay",128487045
"5870","237561520","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5871","237561659","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5872","237561919","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5873","237562772","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5874","237563494","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5875","237563650","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5876","237564421","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5877","237564724","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5878","237565664","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5879","237566530","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5880","237567309","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5881","237569914","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"5882","237570404","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"5883","237570928","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"5884","237571588","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"5885","237572263","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"5886","237572887","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"5887","237574475","D21. Write any comments about this defendant.","open_ended","essay",128487045
"5888","237576984","Did you observe additional first appearances?","single_choice","vertical",128487045
"5889","237583419","I certify that the information I have entered here on Municipal Court First Appearances represents a complete and accurate summary of courtroom observations I personally made on the reported day, court session, and courtroom.","single_choice","vertical_two_col",128487045
"5890","237662994","Did you observe the start of court?","single_choice","vertical",128487045
"5891","237684051","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5892","237684406","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"5893","237687978","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5894","237687979","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5895","237687980","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5896","237687981","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5897","237687982","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5898","237687983","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5899","237687984","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5900","237687985","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5901","237687986","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5902","237687987","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5903","237687988","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5904","237687989","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5905","237687990","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"5906","237687991","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"5907","237687992","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"5908","237687993","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"5909","237687994","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"5910","237687995","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"5911","237687996","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"5912","237687997","D21. Write any comments about this defendant.","open_ended","essay",128487045
"5913","238599154","Did you observe additional first appearances?","single_choice","vertical",128487045
"5914","238599185","Did you observe additional first appearances?","single_choice","vertical",128487045
"5915","238599191","Did you observe additional first appearances?","single_choice","vertical",128487045
"5916","238599205","Did you observe additional first appearances?","single_choice","vertical",128487045
"5917","238599216","Did you observe additional first appearances?","single_choice","vertical",128487045
"5918","238599221","Did you observe additional first appearances?","single_choice","vertical",128487045
"5919","238599227","Did you observe additional first appearances?","single_choice","vertical",128487045
"5920","238599236","Did you observe additional first appearances?","single_choice","vertical",128487045
"5921","238599241","Did you observe additional first appearances?","single_choice","vertical",128487045
"5922","238599258","Did you observe additional first appearances?","single_choice","vertical",128487045
"5923","238599272","Did you observe additional first appearances?","single_choice","vertical",128487045
"5924","238599305","Did you observe additional first appearances?","single_choice","vertical",128487045
"5925","238599313","Did you observe additional first appearances?","single_choice","vertical",128487045
"5926","238599331","Did you observe additional first appearances?","single_choice","vertical",128487045
"5927","238599431","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5928","238599432","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5929","238599433","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5930","238599434","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5931","238599435","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5932","238599436","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5933","238599437","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5934","238599438","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5935","238599439","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5936","238599440","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5937","238599441","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5938","238599442","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5939","238599443","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"5940","238599444","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"5941","238599445","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"5942","238599446","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"5943","238599447","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"5944","238599448","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"5945","238599449","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"5946","238599450","D21. Write any comments about this defendant.","open_ended","essay",128487045
"5947","238599535","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5948","238599536","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5949","238599537","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5950","238599538","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5951","238599539","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5952","238599540","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5953","238599541","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5954","238599542","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5955","238599543","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5956","238599544","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5957","238599545","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5958","238599546","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5959","238599547","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"5960","238599548","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"5961","238599549","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"5962","238599550","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"5963","238599551","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"5964","238599552","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"5965","238599553","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"5966","238599554","D21. Write any comments about this defendant.","open_ended","essay",128487045
"5967","238599723","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5968","238599724","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5969","238599725","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5970","238599726","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5971","238599727","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5972","238599728","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5973","238599729","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5974","238599730","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5975","238599731","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5976","238599732","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5977","238599733","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5978","238599734","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5979","238599735","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"5980","238599736","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"5981","238599737","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"5982","238599738","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"5983","238599739","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"5984","238599740","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"5985","238599741","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"5986","238599742","D21. Write any comments about this defendant.","open_ended","essay",128487045
"5987","238599813","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"5988","238599814","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"5989","238599815","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"5990","238599816","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"5991","238599817","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"5992","238599818","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"5993","238599819","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"5994","238599820","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"5995","238599821","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"5996","238599822","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"5997","238599823","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"5998","238599824","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"5999","238599825","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6000","238599826","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6001","238599827","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6002","238599828","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6003","238599830","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6004","238599831","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6005","238599832","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6006","238599833","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6007","238599870","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6008","238599871","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6009","238599872","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6010","238599873","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6011","238599874","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6012","238599875","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6013","238599876","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6014","238599877","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6015","238599878","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6016","238599879","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6017","238599880","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6018","238599881","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6019","238599882","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6020","238599883","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6021","238599884","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6022","238599885","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6023","238599886","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6024","238599887","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6025","238599888","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6026","238599889","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6027","238599916","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6028","238599917","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6029","238599918","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6030","238599919","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6031","238599920","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6032","238599921","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6033","238599922","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6034","238599923","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6035","238599924","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6036","238599925","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6037","238599926","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6038","238599927","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6039","238599928","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6040","238599929","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6041","238599930","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6042","238599931","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6043","238599932","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6044","238599933","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6045","238599934","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6046","238599935","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6047","238599971","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6048","238599972","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6049","238599973","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6050","238599974","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6051","238599975","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6052","238599976","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6053","238599977","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6054","238599978","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6055","238599979","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6056","238599980","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6057","238599981","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6058","238599983","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6059","238599984","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6060","238599985","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6061","238599986","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6062","238599987","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6063","238599988","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6064","238599989","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6065","238599990","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6066","238599991","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6067","238600067","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6068","238600068","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6069","238600069","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6070","238600070","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6071","238600071","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6072","238600072","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6073","238600073","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6074","238600074","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6075","238600075","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6076","238600076","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6077","238600077","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6078","238600078","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6079","238600079","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6080","238600080","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6081","238600081","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6082","238600082","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6083","238600083","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6084","238600084","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6085","238600085","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6086","238600086","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6087","238600110","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6088","238600111","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6089","238600112","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6090","238600113","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6091","238600114","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6092","238600115","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6093","238600116","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6094","238600117","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6095","238600118","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6096","238600119","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6097","238600120","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6098","238600121","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6099","238600122","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6100","238600123","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6101","238600124","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6102","238600125","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6103","238600126","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6104","238600127","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6105","238600128","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6106","238600129","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6107","238600170","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6108","238600171","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6109","238600172","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6110","238600173","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6111","238600174","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6112","238600175","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6113","238600176","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6114","238600177","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6115","238600178","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6116","238600179","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6117","238600180","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6118","238600181","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6119","238600182","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
"6120","238600183","D14. If a victim verbally participated in the court proceeding, what did the victim say? <em>(you may write ""N/A- no victim appeared in court for this first appearance"")</em>","open_ended","essay",128487045
"6121","238600184","D15. Does the defendant have another open criminal case, capias, or hold?","single_choice","vertical_two_col",128487045
"6122","238600185","D16. Was the defendant ordered to remain in jail with no bail set?","single_choice","vertical_two_col",128487045
"6123","238600186","D17. Did the Judge order the defendant to be released?","single_choice","vertical_two_col",128487045
"6124","238600187","D18. How much total cash bail amount did the Judge set for all of the defendant’s charges? <em>(</em><em>write $0 if the Judge released the defendant without ordering bail)</em>","open_ended","single",128487045
"6125","238600188","D19-D20. Did the defendant plead guilty?","single_choice","vertical_two_col",128487045
"6126","238600189","D21. Write any comments about this defendant.","open_ended","essay",128487045
"6127","238600210","D1. What is the defendant’s name <em>(last name, first name)</em>?","open_ended","single",128487045
"6128","238600211","D2. What is the defendant’s case number? <em>(see the first appearance sheet)</em>","open_ended","single",128487045
"6129","238600212","D3. What are the defendant’s criminal charges?","open_ended","essay",128487045
"6130","238600213","D4. Was the defendant present in court for his or her first appearance?","single_choice","vertical",128487045
"6131","238600214","D5. What is the defendant's ethnicity?","single_choice","vertical_two_col",128487045
"6132","238600215","D6. What is the defendant's gender?","single_choice","vertical_two_col",128487045
"6133","238600216","D7. Was the defendant incarcerated because of an attachment?<span style=""line-height: 0px;""></span>","single_choice","vertical_two_col",128487045
"6134","238600217","D8. What was the total amount of the defendant’s fines and fees? <em>(you may write ""zero"" or ""I don't know"")</em>","open_ended","single",128487045
"6135","238600218","D9. Did the Judge enter a civil judgement for or waive a fine/fee?","single_choice","vertical_two_col",128487045
"6136","238600219","D10. If the defendant was given the pay or stay option, what did the defendant<br>decide?","single_choice","vertical_two_col",128487045
"6137","238600220","D11. Did the Judge keep the defendant incarcerated because the defendant was unable to pay their fines or fees?","single_choice","vertical_two_col",128487045
"6138","238600221","D12. If you saw a victim in court for the defendant's case, what is the victim's ethnicity?","single_choice","vertical_two_col",128487045
"6139","238600222","D13. What is the victim's gender?","single_choice","vertical_two_col",128487045
